Adult,Adulto,76
Baseball,Béisbol,60
Baseball Game,Juego de béisbol,60
Basketball,Baloncesto,52
Chasing,Persecución,52
Face,Rostro,52
Head,Cabeza,89
Jumping,saltando,51
Male,Masculino,76
Man,Hombre,76
Person,Persona,95
Playing Basketball,jugar baloncesto,52
Sport,Deporte,60
Taking Cover,Poniéndose a cubierto,53
Vandalism,Vandalismo,51
Adult,Adulto,87
Baby,Bebé,58
Baby Laughing,bebe riendo,58
Face,Rostro,92
Happy,Feliz,83
Head,Cabeza,96
Male,Masculino,87
Man,Hombre,87
Person,Persona,97
Sport,Deporte,50
Taking Cover,Poniéndose a cubierto,64
Adult,Adulto,94
Face,Rostro,85
Female,Femenino,77
Fighting,Lucha,50
Head,Cabeza,93
Indoors,Dentro,50
Male,Masculino,93
Man,Hombre,93
Person,Persona,96
Sport,Deporte,50
Taking Cover,Poniéndose a cubierto,59
Woman,Mujer,77
Adult,Adulto,88
Animal,Animal,51
Bird,Pájaro,50
Face,Rostro,82
Fallen Person,persona caida,55
Head,Cabeza,86
Indoors,Dentro,55
Male,Masculino,88
Man,Hombre,88
Person,Persona,89
Taking Cover,Poniéndose a cubierto,79
Vandalism,Vandalismo,51
Vulture,Buitre,50
Adult,Adulto,95
Arrest,Detención,50
Face,Rostro,67
Female,Femenino,53
Head,Cabeza,82
Indoors,Dentro,51
Male,Masculino,95
Man,Hombre,95
Person,Persona,95
Prison,Prisión,52
Taking Cover,Poniéndose a cubierto,66
Woman,Mujer,53
Adult,Adulto,91
Boxing,Boxeo,50
Fighting,Lucha,51
Head,Cabeza,85
Male,Masculino,91
Man,Hombre,91
Person,Persona,91
Sport,Deporte,50
Taking Cover,Poniéndose a cubierto,51
Adult,Adulto,97
Face,Rostro,74
Female,Femenino,73
Head,Cabeza,92
Male,Masculino,97
Man,Hombre,97
Person,Persona,97
Riot,Disturbio,77
Taking Cover,Poniéndose a cubierto,54
Vandalism,Vandalismo,56
Weapon,Arma,50
Woman,Mujer,73
