Adult,Adulto,67
Electronics,Electrónica,99
Face,Rostro,90
Female,Femenino,67
Happy,Feliz,56
Head,Cabeza,91
Iphone,iPhone,68
Laughing,Reír,51
Male,Masculino,53
Man,Hombre,53
Mobile Phone,Teléfono móvil,99
Person,Persona,91
Phone,Teléfono,99
Selfie,autofoto,71
Smile,Sonrisa,53
Texting,mensajes de texto,51
Woman,Mujer,67
Adult,Adulto,70
Baby,Bebé,65
Electronics,Electrónica,99
Face,Rostro,90
Female,Femenino,69
Happy,Feliz,54
Head,Cabeza,90
Iphone,iPhone,89
Mobile Phone,Teléfono móvil,99
Person,Persona,90
Phone,Teléfono,99
Photography,Fotografía,51
Selfie,autofoto,58
Texting,mensajes de texto,51
Wedding,Boda,54
Woman,Mujer,69
Adult,Adulto,82
Baby,Bebé,50
Electronics,Electrónica,99
Face,Rostro,90
Female,Femenino,80
Happy,Feliz,64
Head,Cabeza,90
Iphone,iPhone,95
Mobile Phone,Teléfono móvil,99
Person,Persona,91
Phone,Teléfono,99
Photography,Fotografía,51
Selfie,autofoto,56
Woman,Mujer,80
Adult,Adulto,65
Electronics,Electrónica,99
Face,Rostro,64
Female,Femenino,51
Head,Cabeza,64
Iphone,iPhone,99
Male,Masculino,54
Man,Hombre,54
Mobile Phone,Teléfono móvil,99
Person,Persona,69
Phone,Teléfono,99
Photography,Fotografía,50
Texting,mensajes de texto,52
Woman,Mujer,51
Adult,Adulto,50
Electronics,Electrónica,99
Iphone,iPhone,99
Mobile Phone,Teléfono móvil,99
Person,Persona,57
Phone,Teléfono,99
Texting,mensajes de texto,53
Electronics,Electrónica,99
Iphone,iPhone,98
Mobile Phone,Teléfono móvil,99
Person,Persona,50
Phone,Teléfono,99
Texting,mensajes de texto,53
Electronics,Electrónica,99
Face,Rostro,67
Head,Cabeza,67
Iphone,iPhone,97
Mobile Phone,Teléfono móvil,99
Person,Persona,67
Phone,Teléfono,99
Texting,mensajes de texto,51
Electronics,Electrónica,99
Face,Rostro,59
Head,Cabeza,59
Iphone,iPhone,95
Mobile Phone,Teléfono móvil,99
Person,Persona,59
Phone,Teléfono,99
Texting,mensajes de texto,51
Electronics,Electrónica,99
Iphone,iPhone,98
Mobile Phone,Teléfono móvil,99
Phone,Teléfono,99
Texting,mensajes de texto,52
Electronics,Electrónica,99
Iphone,iPhone,99
Mobile Phone,Teléfono móvil,99
Phone,Teléfono,99
Texting,mensajes de texto,54
Electronics,Electrónica,99
Iphone,iPhone,99
Mobile Phone,Teléfono móvil,99
Phone,Teléfono,99
Texting,mensajes de texto,53
