Adult,Adulto,98
Beverage,Bebida,50
Boxing,Boxeo,51
Boy,Chico,99
Celebrating,celebrando,52
Child,Niño,99
Face,Rostro,97
Fighting,Lucha,52
Happy,Feliz,63
Head,Cabeza,97
Male,Masculino,99
Man,Hombre,98
Person,Persona,99
Slapping,Rápido,66
Sport,Deporte,51
Adult,Adulto,94
Animal,Animal,57
Arrest,Detención,54
Boy,Chico,98
Child,Niño,98
Clothing,Ropa,51
Face,Rostro,91
Fighting,Lucha,52
Head,Cabeza,91
Hugging,abrazando,53
Injury,Lesión,51
Kissing,Besar,52
Male,Masculino,99
Mammal,Mamífero,57
Man,Hombre,94
Person,Persona,99
Romantic,Romántico,52
Shirt,Camisa,50
Teen,Adolescente,70
Adult,Adulto,98
Arm,Brazo,52
Arrest,Detención,60
Body Part,parte del cuerpo,52
Boy,Chico,94
Child,Niño,94
Clothing,Ropa,55
Face,Rostro,94
Fighting,Lucha,52
Head,Cabeza,94
Hip,Cadera,50
Hugging,abrazando,54
Kissing,Besar,51
Male,Masculino,99
Man,Hombre,98
Person,Persona,99
Romantic,Romántico,51
T-Shirt,Camiseta,51
Adult,Adulto,98
Arm,Brazo,51
Arrest,Detención,80
Body Part,parte del cuerpo,52
Boy,Chico,81
Child,Niño,81
Clothing,Ropa,66
Face,Rostro,90
Female,Femenino,71
Fighting,Lucha,52
Head,Cabeza,91
Hip,Cadera,50
Hugging,abrazando,53
Male,Masculino,98
Man,Hombre,98
Pants,Pantalones,53
Person,Persona,98
Shorts,Bermudas,61
Woman,Mujer,71
Adult,Adulto,99
Arm,Brazo,51
Arrest,Detención,64
Body Part,parte del cuerpo,53
Boy,Chico,64
Child,Niño,64
Clothing,Ropa,82
Face,Rostro,95
Female,Femenino,74
Fighting,Lucha,50
Hand,Mano,52
Head,Cabeza,95
Hip,Cadera,50
Holding Hands,tomados de la mano,51
Hugging,abrazando,51
Jeans,Vaqueros,52
Kissing,Besar,51
Male,Masculino,99
Man,Hombre,99
Pants,Pantalones,80
Person,Persona,99
Romantic,Romántico,52
Woman,Mujer,74
Adult,Adulto,97
Arm,Brazo,50
Arrest,Detención,56
Body Part,parte del cuerpo,53
Boy,Chico,75
Child,Niño,74
Clothing,Ropa,54
Face,Rostro,91
Female,Femenino,93
Fighting,Lucha,53
Head,Cabeza,95
Hip,Cadera,52
Hugging,abrazando,53
Male,Masculino,98
Man,Hombre,97
Pants,Pantalones,53
Person,Persona,98
Woman,Mujer,93
Adult,Adulto,95
Arm,Brazo,53
Baby,Bebé,60
Body Part,parte del cuerpo,53
Boxing,Boxeo,53
Boy,Chico,94
Celebrating,celebrando,54
Child,Niño,81
Clothing,Ropa,52
Face,Rostro,93
Female,Femenino,93
Fighting,Lucha,69
Girl,Chica,63
Hand,Mano,52
Head,Cabeza,95
Male,Masculino,98
Man,Hombre,95
People,Gente,53
Person,Persona,98
Sport,Deporte,53
Teen,Adolescente,84
Woman,Mujer,93
Adult,Adulto,95
Arm,Brazo,50
Body Part,parte del cuerpo,51
Boxing,Boxeo,54
Boy,Chico,97
Celebrating,celebrando,56
Child,Niño,86
Face,Rostro,95
Female,Femenino,88
Fighting,Lucha,90
Hairdresser,Peluquero,50
Head,Cabeza,96
Male,Masculino,98
Man,Hombre,95
People,Gente,58
Person,Persona,99
Slapping,Rápido,52
Sport,Deporte,55
Teen,Adolescente,89
Woman,Mujer,88
Adult,Adulto,95
Baby,Bebé,74
Basketball,Baloncesto,51
Boxing,Boxeo,52
Boy,Chico,97
Celebrating,celebrando,72
Clothing,Ropa,50
Face,Rostro,95
Female,Femenino,94
Fighting,Lucha,77
Hairdresser,Peluquero,50
Happy,Feliz,53
Head,Cabeza,96
Male,Masculino,97
Man,Hombre,95
People,Gente,74
Person,Persona,98
Playing Basketball,jugar baloncesto,51
Slapping,Rápido,55
Sport,Deporte,53
T-Shirt,Camiseta,50
Teen,Adolescente,84
Woman,Mujer,94
Adult,Adulto,98
Angry,Enojado,53
Boy,Chico,96
Celebrating,celebrando,95
Child,Niño,89
Clothing,Ropa,51
Crowd,Multitud,52
Face,Rostro,99
Female,Femenino,97
Fighting,Lucha,58
Happy,Feliz,77
Head,Cabeza,99
Laughing,Reír,54
Male,Masculino,99
Man,Hombre,98
People,Gente,78
Person,Persona,99
Shouting,Gritos,53
Slapping,Rápido,52
Smile,Sonrisa,50
T-Shirt,Camiseta,51
Woman,Mujer,92
Adult,Adulto,99
Angry,Enojado,53
Bottle,Botella,57
Boy,Chico,94
Celebrating,celebrando,95
Child,Niño,92
Clothing,Ropa,56
Club,Club,52
Crowd,Multitud,51
Face,Rostro,100
Female,Femenino,91
Fighting,Lucha,51
Fun,Divertido,51
Happy,Feliz,93
Head,Cabeza,100
Laughing,Reír,83
Male,Masculino,99
Man,Hombre,99
Party,Fiesta,51
People,Gente,61
Person,Persona,100
