Adult,Adulto,99
Animal,Animal,70
Cat,Gato,68
Computer,Computadora,97
Computer Hardware,Hardware de computadora,100
Computer Keyboard,Teclado de computadora,60
Desk,Escritorio,53
Desktop,De oficina,51
Electronics,Electrónica,100
Female,Femenino,99
Furniture,Muebles,58
Hardware,Hardware,100
Head,Cabeza,83
Laptop,Computadora portátil,89
Mammal,Mamífero,68
Monitor,Monitor,100
Mouse,Ratón,52
Pc,Ordenador personal,97
Person,Persona,99
Pet,Mascota,68
Phone,Teléfono,51
Screen,Pantalla,100
TV,TELEVISOR,79
Table,Mesa,57
Woman,Mujer,99
Adult,Adulto,100
Computer,Computadora,93
Computer Hardware,Hardware de computadora,99
Computer Keyboard,Teclado de computadora,86
Desk,Escritorio,55
Desktop,De oficina,50
Electronics,Electrónica,99
Executive,Ejecutivo,50
Face,Rostro,75
Female,Femenino,100
Furniture,Muebles,78
Hardware,Hardware,99
Head,Cabeza,88
Indoors,Dentro,56
Laptop,Computadora portátil,57
Monitor,Monitor,98
Mouse,Ratón,52
Pc,Ordenador personal,92
Person,Persona,100
Screen,Pantalla,98
Speaker,Vocero,51
TV,TELEVISOR,55
Table,Mesa,76
Woman,Mujer,100
Adult,Adulto,100
Animal,Animal,54
Computer,Computadora,62
Computer Hardware,Hardware de computadora,95
Computer Keyboard,Teclado de computadora,55
Desk,Escritorio,53
Electronics,Electrónica,96
Executive,Ejecutivo,56
Face,Rostro,87
Female,Femenino,100
Furniture,Muebles,68
Hardware,Hardware,95
Head,Cabeza,93
Indoors,Dentro,78
Laptop,Computadora portátil,52
Mammal,Mamífero,53
Monitor,Monitor,95
Office,Oficina,51
Pc,Ordenador personal,59
Person,Persona,100
Screen,Pantalla,95
Sitting,Sesión,66
Speaker,Vocero,87
Table,Mesa,58
Woman,Mujer,100
Adult,Adulto,95
Computer,Computadora,61
Computer Hardware,Hardware de computadora,95
Computer Keyboard,Teclado de computadora,54
Desk,Escritorio,54
Electronics,Electrónica,97
Executive,Ejecutivo,61
Face,Rostro,61
Female,Femenino,95
Furniture,Muebles,75
Hardware,Hardware,95
Head,Cabeza,81
Indoors,Dentro,81
Laptop,Computadora portátil,52
Leisure Activities,Actividades de ocio,51
Monitor,Monitor,95
Music,Música,51
Musical Instrument,Instrumento musical,51
Musician,Músico,51
Office,Oficina,52
Pc,Ordenador personal,55
Performer,Ejecutante,51
Person,Persona,98
Phone,Teléfono,50
Screen,Pantalla,95
Sitting,Sesión,83
Speaker,Vocero,91
Table,Mesa,61
Transportation,Transporte,50
Vehicle,Vehículo,50
Woman,Mujer,95
Adult,Adulto,91
Chair,Silla,51
Computer,Computadora,77
Computer Hardware,Hardware de computadora,95
Computer Keyboard,Teclado de computadora,54
Desk,Escritorio,57
Electronics,Electrónica,95
Executive,Ejecutivo,54
Face,Rostro,51
Female,Femenino,91
Furniture,Muebles,86
Hardware,Hardware,95
Head,Cabeza,73
Indoors,Dentro,93
Interior Design,Diseño de interiores,52
Laptop,Computadora portátil,53
Monitor,Monitor,95
Office,Oficina,53
Pc,Ordenador personal,56
Person,Persona,96
Screen,Pantalla,95
Sitting,Sesión,52
Speaker,Vocero,87
Table,Mesa,83
Vandalism,Vandalismo,51
Woman,Mujer,91
Chart,Cuadro,50
Clothing,Ropa,50
Computer,Computadora,75
Computer Hardware,Hardware de computadora,98
Computer Keyboard,Teclado de computadora,52
Courtroom,Sala de justicia,50
Desk,Escritorio,55
Electronics,Electrónica,98
Executive,Ejecutivo,53
Furniture,Muebles,62
Hardware,Hardware,98
Head,Cabeza,53
Hood,Capucha,50
Indoors,Dentro,91
Laptop,Computadora portátil,70
Monitor,Monitor,98
Mouse,Ratón,52
Office,Oficina,50
Pc,Ordenador personal,70
Person,Persona,65
Room,Habitación,50
Screen,Pantalla,98
Speaker,Vocero,52
TV,TELEVISOR,51
Table,Mesa,60
Adult,Adulto,91
Clothing,Ropa,50
Computer,Computadora,78
Computer Hardware,Hardware de computadora,99
Computer Keyboard,Teclado de computadora,53
Desk,Escritorio,56
Electronics,Electrónica,99
Executive,Ejecutivo,54
Face,Rostro,51
Female,Femenino,91
Furniture,Muebles,65
Hardware,Hardware,99
Head,Cabeza,54
Hood,Capucha,50
Indoors,Dentro,87
Interior Design,Diseño de interiores,51
Laptop,Computadora portátil,58
Machine,Máquina,50
Monitor,Monitor,99
Mouse,Ratón,51
Office,Oficina,50
Pc,Ordenador personal,59
Person,Persona,96
Screen,Pantalla,99
TV,TELEVISOR,52
Table,Mesa,65
Woman,Mujer,91
Adult,Adulto,95
Computer,Computadora,65
Computer Hardware,Hardware de computadora,97
Computer Keyboard,Teclado de computadora,53
Desk,Escritorio,55
Electronics,Electrónica,97
Executive,Ejecutivo,56
Face,Rostro,70
Female,Femenino,95
Furniture,Muebles,58
Hardware,Hardware,97
Head,Cabeza,81
Indoors,Dentro,70
Laptop,Computadora portátil,62
Machine,Máquina,50
Monitor,Monitor,97
Pc,Ordenador personal,62
Person,Persona,98
Screen,Pantalla,97
Sitting,Sesión,51
Speaker,Vocero,58
Table,Mesa,58
Video Gaming,Videojuegos,51
Woman,Mujer,95
Adult,Adulto,100
Animal,Animal,64
Cat,Gato,59
Computer,Computadora,58
Computer Hardware,Hardware de computadora,95
Computer Keyboard,Teclado de computadora,52
Desk,Escritorio,54
Electronics,Electrónica,95
Executive,Ejecutivo,57
Face,Rostro,86
Female,Femenino,100
Furniture,Muebles,57
Hardware,Hardware,95
Head,Cabeza,88
Indoors,Dentro,61
Laptop,Computadora portátil,52
Mammal,Mamífero,64
Monitor,Monitor,95
Pc,Ordenador personal,55
Person,Persona,100
Pet,Mascota,63
Screen,Pantalla,95
Sitting,Sesión,55
Table,Mesa,57
Video Gaming,Videojuegos,51
Woman,Mujer,100
Adult,Adulto,100
Animal,Animal,62
Cat,Gato,58
Computer,Computadora,57
Computer Hardware,Hardware de computadora,95
Computer Keyboard,Teclado de computadora,52
Desk,Escritorio,54
Driving,Conduciendo,50
Electronics,Electrónica,95
Executive,Ejecutivo,57
Face,Rostro,86
Female,Femenino,100
Furniture,Muebles,58
Hardware,Hardware,95
Head,Cabeza,88
Indoors,Dentro,67
Interior Design,Diseño de interiores,51
