Adult,Adulto,95
Box,Caja,76
Boy,Chico,96
Child,Niño,96
Face,Rostro,67
Gun,Pistola,53
Head,Cabeza,93
Male,Masculino,96
Man,Hombre,95
Package,Paquete,76
Person,Persona,97
Riot,Disturbio,100
Weapon,Arma,53
Adult,Adulto,95
Animal,Animal,61
Bird,Pájaro,57
Boy,Chico,97
Child,Niño,97
Face,Rostro,69
Gun,Pistola,54
Head,Cabeza,91
Male,Masculino,97
Man,Hombre,95
Person,Persona,98
Riot,Disturbio,100
Weapon,Arma,54
Adult,Adulto,96
Boy,Chico,98
Child,Niño,98
Face,Rostro,67
Gun,Pistola,54
Head,Cabeza,90
Male,Masculino,98
Man,Hombre,96
Person,Persona,98
Riot,Disturbio,100
Weapon,Arma,54
Adult,Adulto,96
Boy,Chico,97
Child,Niño,97
Clothing,Ropa,58
Face,Rostro,81
Gun,Pistola,52
Head,Cabeza,91
Male,Masculino,97
Man,Hombre,96
Person,Persona,97
Riot,Disturbio,100
Shorts,Bermudas,52
Weapon,Arma,52
Adult,Adulto,95
Boy,Chico,98
Child,Niño,98
Clothing,Ropa,74
Face,Rostro,73
Gun,Pistola,52
Head,Cabeza,90
Male,Masculino,98
Man,Hombre,95
Person,Persona,98
Riot,Disturbio,100
Shorts,Bermudas,70
Weapon,Arma,52
Adult,Adulto,90
Boy,Chico,95
Child,Niño,95
Face,Rostro,77
Gun,Pistola,51
Head,Cabeza,92
Male,Masculino,95
Man,Hombre,90
Person,Persona,97
Riot,Disturbio,100
Weapon,Arma,51
Adult,Adulto,93
Boy,Chico,96
Child,Niño,96
Clothing,Ropa,64
Face,Rostro,66
Gun,Pistola,52
Head,Cabeza,91
Helmet,Casco,64
Male,Masculino,96
Man,Hombre,93
Person,Persona,97
Riot,Disturbio,99
Shorts,Bermudas,59
Weapon,Arma,52
Adult,Adulto,95
Boy,Chico,97
Child,Niño,97
Face,Rostro,62
Gun,Pistola,53
Head,Cabeza,94
Helmet,Casco,80
Male,Masculino,97
Man,Hombre,95
Person,Persona,98
Riot,Disturbio,99
Weapon,Arma,53
